# This table contains site-level occupancy values (IPOD-HR robust z-scores) for all IPOD-HR detectable,,,,,
#   TFBSs annotated in RegulonDB (downloaded May 2018),,,,,
# Column definitions:,,,,,
#   condition: The physiological condition under study,,,,,
#   startloc/endloc: 1-indexed start and end location of the site (open right interval),,,,,
#   occupancy: The robust z-score of peak occupancy in the site under the specified condition,,,,,
#   regulator: TF annotated to bind the site,,,,,
#   target: Regulatory target of binding, if known,,,,
condition,startloc,endloc,occupancy,regulator,target
min,3911613,3911631,1.860752,PhoB,pstSCA
lexa,3911613,3911631,2.077118,PhoB,pstSCA
purr,3911613,3911631,1.52115,PhoB,pstSCA
stat,3911613,3911631,7.690142,PhoB,pstSCA
argr,3911613,3911631,-0.268474,PhoB,pstSCA
rdmglu,3911613,3911631,1.51974,PhoB,pstSCA
min,3911613,3911631,1.860752,PhoB,pstS
lexa,3911613,3911631,2.077118,PhoB,pstS
purr,3911613,3911631,1.52115,PhoB,pstS
stat,3911613,3911631,7.690142,PhoB,pstS
argr,3911613,3911631,-0.268474,PhoB,pstS
rdmglu,3911613,3911631,1.51974,PhoB,pstS
min,3911613,3911631,1.860752,PhoB,pstSCAB-phoU
lexa,3911613,3911631,2.077118,PhoB,pstSCAB-phoU
purr,3911613,3911631,1.52115,PhoB,pstSCAB-phoU
stat,3911613,3911631,7.690142,PhoB,pstSCAB-phoU
argr,3911613,3911631,-0.268474,PhoB,pstSCAB-phoU
rdmglu,3911613,3911631,1.51974,PhoB,pstSCAB-phoU
min,3915411,3915433,3.40521,NagC,glmUS
lexa,3915411,3915433,0.655687,NagC,glmUS
purr,3915411,3915433,0.984781,NagC,glmUS
stat,3915411,3915433,1.321869,NagC,glmUS
argr,3915411,3915433,0.699201,NagC,glmUS
rdmglu,3915411,3915433,0.968913,NagC,glmUS
min,3915411,3915433,3.40521,NagC,glmUS
lexa,3915411,3915433,0.655687,NagC,glmUS
purr,3915411,3915433,0.984781,NagC,glmUS
stat,3915411,3915433,1.321869,NagC,glmUS
argr,3915411,3915433,0.699201,NagC,glmUS
rdmglu,3915411,3915433,0.968913,NagC,glmUS
min,3926504,3926508,1.926342,MraZ,mioC
lexa,3926504,3926508,-0.512854,MraZ,mioC
purr,3926504,3926508,2.085828,MraZ,mioC
stat,3926504,3926508,-0.699873,MraZ,mioC
argr,3926504,3926508,3.858443,MraZ,mioC
rdmglu,3926504,3926508,1.342528,MraZ,mioC
min,3926517,3926521,1.491065,MraZ,mioC
lexa,3926517,3926521,-0.086717,MraZ,mioC
purr,3926517,3926521,2.817119,MraZ,mioC
stat,3926517,3926521,-0.542272,MraZ,mioC
argr,3926517,3926521,4.145945,MraZ,mioC
rdmglu,3926517,3926521,1.898198,MraZ,mioC
min,3926527,3926531,0.54676,MraZ,mioC
lexa,3926527,3926531,-0.282821,MraZ,mioC
purr,3926527,3926531,2.342755,MraZ,mioC
stat,3926527,3926531,1.08978,MraZ,mioC
argr,3926527,3926531,2.642587,MraZ,mioC
rdmglu,3926527,3926531,1.54755,MraZ,mioC
min,3927047,3927060,0.736205,AsnC,asnC
lexa,3927047,3927060,2.099072,AsnC,asnC
purr,3927047,3927060,0.338637,AsnC,asnC
stat,3927047,3927060,-0.88885,AsnC,asnC
argr,3927047,3927060,-0.848596,AsnC,asnC
rdmglu,3927047,3927060,-0.387373,AsnC,asnC
min,3927047,3927060,0.736205,AsnC,asnA
lexa,3927047,3927060,2.099072,AsnC,asnA
purr,3927047,3927060,0.338637,AsnC,asnA
stat,3927047,3927060,-0.88885,AsnC,asnA
argr,3927047,3927060,-0.848596,AsnC,asnA
rdmglu,3927047,3927060,-0.387373,AsnC,asnA
min,3927047,3927060,0.736205,AsnC,asnC-mioC
lexa,3927047,3927060,2.099072,AsnC,asnC-mioC
purr,3927047,3927060,0.338637,AsnC,asnC-mioC
stat,3927047,3927060,-0.88885,AsnC,asnC-mioC
argr,3927047,3927060,-0.848596,AsnC,asnC-mioC
rdmglu,3927047,3927060,-0.387373,AsnC,asnC-mioC
min,3927047,3927060,0.736205,AsnC,asnC-mioC-mnmG
lexa,3927047,3927060,2.099072,AsnC,asnC-mioC-mnmG
purr,3927047,3927060,0.338637,AsnC,asnC-mioC-mnmG
stat,3927047,3927060,-0.88885,AsnC,asnC-mioC-mnmG
argr,3927047,3927060,-0.848596,AsnC,asnC-mioC-mnmG
rdmglu,3927047,3927060,-0.387373,AsnC,asnC-mioC-mnmG
min,3927079,3927092,0.692751,AsnC,asnA
lexa,3927079,3927092,2.13365,AsnC,asnA
purr,3927079,3927092,1.763339,AsnC,asnA
stat,3927079,3927092,1.045241,AsnC,asnA
argr,3927079,3927092,1.05628,AsnC,asnA
rdmglu,3927079,3927092,1.100573,AsnC,asnA
min,3927079,3927092,0.692751,AsnC,asnC
lexa,3927079,3927092,2.13365,AsnC,asnC
purr,3927079,3927092,1.763339,AsnC,asnC
stat,3927079,3927092,1.045241,AsnC,asnC
argr,3927079,3927092,1.05628,AsnC,asnC
rdmglu,3927079,3927092,1.100573,AsnC,asnC
min,3927079,3927092,0.692751,AsnC,asnC-mioC
lexa,3927079,3927092,2.13365,AsnC,asnC-mioC
purr,3927079,3927092,1.763339,AsnC,asnC-mioC
stat,3927079,3927092,1.045241,AsnC,asnC-mioC
argr,3927079,3927092,1.05628,AsnC,asnC-mioC
rdmglu,3927079,3927092,1.100573,AsnC,asnC-mioC
min,3927079,3927092,0.692751,AsnC,asnC-mioC-mnmG
lexa,3927079,3927092,2.13365,AsnC,asnC-mioC-mnmG
purr,3927079,3927092,1.763339,AsnC,asnC-mioC-mnmG
stat,3927079,3927092,1.045241,AsnC,asnC-mioC-mnmG
argr,3927079,3927092,1.05628,AsnC,asnC-mioC-mnmG
rdmglu,3927079,3927092,1.100573,AsnC,asnC-mioC-mnmG
min,3927088,3927102,0.692751,Nac,asnC
lexa,3927088,3927102,2.13365,Nac,asnC
purr,3927088,3927102,1.620408,Nac,asnC
stat,3927088,3927102,0.198358,Nac,asnC
argr,3927088,3927102,1.05628,Nac,asnC
rdmglu,3927088,3927102,1.036876,Nac,asnC
min,3927088,3927102,0.692751,Nac,asnC-mioC-mnmG
lexa,3927088,3927102,2.13365,Nac,asnC-mioC-mnmG
purr,3927088,3927102,1.620408,Nac,asnC-mioC-mnmG
stat,3927088,3927102,0.198358,Nac,asnC-mioC-mnmG
argr,3927088,3927102,1.05628,Nac,asnC-mioC-mnmG
rdmglu,3927088,3927102,1.036876,Nac,asnC-mioC-mnmG
min,3927088,3927102,0.692751,Nac,asnC-mioC
lexa,3927088,3927102,2.13365,Nac,asnC-mioC
purr,3927088,3927102,1.620408,Nac,asnC-mioC
stat,3927088,3927102,0.198358,Nac,asnC-mioC
argr,3927088,3927102,1.05628,Nac,asnC-mioC
rdmglu,3927088,3927102,1.036876,Nac,asnC-mioC
min,3950482,3950496,2.549221,Lrp,ilvL
lexa,3950482,3950496,0.901269,Lrp,ilvL
purr,3950482,3950496,1.427135,Lrp,ilvL
stat,3950482,3950496,0.111527,Lrp,ilvL
argr,3950482,3950496,0.850389,Lrp,ilvL
rdmglu,3950482,3950496,0.495285,Lrp,ilvL
min,3950482,3950496,2.549221,Lrp,ilvLXG_1G_2MEDA
lexa,3950482,3950496,0.901269,Lrp,ilvLXG_1G_2MEDA
purr,3950482,3950496,1.427135,Lrp,ilvLXG_1G_2MEDA
stat,3950482,3950496,0.111527,Lrp,ilvLXG_1G_2MEDA
argr,3950482,3950496,0.850389,Lrp,ilvLXG_1G_2MEDA
rdmglu,3950482,3950496,0.495285,Lrp,ilvLXG_1G_2MEDA
min,3950514,3950528,4.487885,Lrp,ilvL
lexa,3950514,3950528,2.535813,Lrp,ilvL
purr,3950514,3950528,2.610882,Lrp,ilvL
stat,3950514,3950528,2.037319,Lrp,ilvL
argr,3950514,3950528,4.259462,Lrp,ilvL
rdmglu,3950514,3950528,1.635448,Lrp,ilvL
min,3950514,3950528,4.487885,Lrp,ilvLXG_1G_2MEDA
lexa,3950514,3950528,2.535813,Lrp,ilvLXG_1G_2MEDA
purr,3950514,3950528,2.610882,Lrp,ilvLXG_1G_2MEDA
stat,3950514,3950528,2.037319,Lrp,ilvLXG_1G_2MEDA
argr,3950514,3950528,4.259462,Lrp,ilvLXG_1G_2MEDA
rdmglu,3950514,3950528,1.635448,Lrp,ilvLXG_1G_2MEDA
min,4012815,4012829,3.084157,MetR,metE
lexa,4012815,4012829,2.021628,MetR,metE
purr,4012815,4012829,1.231718,MetR,metE
stat,4012815,4012829,1.579647,MetR,metE
argr,4012815,4012829,1.185154,MetR,metE
rdmglu,4012815,4012829,1.274477,MetR,metE
min,4012815,4012829,3.084157,MetR,metR
lexa,4012815,4012829,2.021628,MetR,metR
purr,4012815,4012829,1.231718,MetR,metR
stat,4012815,4012829,1.579647,MetR,metR
argr,4012815,4012829,1.185154,MetR,metR
rdmglu,4012815,4012829,1.274477,MetR,metR
min,4012815,4012829,3.084157,MetR,metR
lexa,4012815,4012829,2.021628,MetR,metR
purr,4012815,4012829,1.231718,MetR,metR
stat,4012815,4012829,1.579647,MetR,metR
argr,4012815,4012829,1.185154,MetR,metR
rdmglu,4012815,4012829,1.274477,MetR,metR
min,4012836,4012850,3.009473,MetR,metR
lexa,4012836,4012850,2.095089,MetR,metR
purr,4012836,4012850,1.593443,MetR,metR
stat,4012836,4012850,1.393108,MetR,metR
argr,4012836,4012850,1.908004,MetR,metR
rdmglu,4012836,4012850,2.059868,MetR,metR
min,4012836,4012850,3.009473,MetR,metR
lexa,4012836,4012850,2.095089,MetR,metR
purr,4012836,4012850,1.593443,MetR,metR
stat,4012836,4012850,1.393108,MetR,metR
argr,4012836,4012850,1.908004,MetR,metR
rdmglu,4012836,4012850,2.059868,MetR,metR
min,4012836,4012850,3.009473,MetR,metE
lexa,4012836,4012850,2.095089,MetR,metE
purr,4012836,4012850,1.593443,MetR,metE
stat,4012836,4012850,1.393108,MetR,metE
argr,4012836,4012850,1.908004,MetR,metE
rdmglu,4012836,4012850,2.059868,MetR,metE
min,4012877,4012892,-0.369889,MetJ,metR
lexa,4012877,4012892,1.454894,MetJ,metR
purr,4012877,4012892,1.859962,MetJ,metR
stat,4012877,4012892,-3.334801,MetJ,metR
argr,4012877,4012892,2.430893,MetJ,metR
rdmglu,4012877,4012892,1.193405,MetJ,metR
min,4012877,4012892,-0.369889,MetJ,metE
lexa,4012877,4012892,1.454894,MetJ,metE
purr,4012877,4012892,1.859962,MetJ,metE
stat,4012877,4012892,-3.334801,MetJ,metE
argr,4012877,4012892,2.430893,MetJ,metE
rdmglu,4012877,4012892,1.193405,MetJ,metE
min,4012877,4012892,-0.369889,MetJ,metR
lexa,4012877,4012892,1.454894,MetJ,metR
purr,4012877,4012892,1.859962,MetJ,metR
stat,4012877,4012892,-3.334801,MetJ,metR
argr,4012877,4012892,2.430893,MetJ,metR
rdmglu,4012877,4012892,1.193405,MetJ,metR
min,4031031,4031049,-0.966573,Fis,fadBA
lexa,4031031,4031049,-1.018286,Fis,fadBA
purr,4031031,4031049,-0.96382,Fis,fadBA
stat,4031031,4031049,2.527203,Fis,fadBA
argr,4031031,4031049,-1.335085,Fis,fadBA
rdmglu,4031031,4031049,-0.796064,Fis,fadBA
min,4031035,4031049,-1.034612,ArcA,fadBA
lexa,4031035,4031049,-1.018286,ArcA,fadBA
purr,4031035,4031049,-1.015488,ArcA,fadBA
stat,4031035,4031049,2.527203,ArcA,fadBA
argr,4031035,4031049,-1.517578,ArcA,fadBA
rdmglu,4031035,4031049,-0.796064,ArcA,fadBA
min,4046835,4046843,2.252731,DnaA,polA
lexa,4046835,4046843,0.408281,DnaA,polA
purr,4046835,4046843,0.673331,DnaA,polA
stat,4046835,4046843,0.023669,DnaA,polA
argr,4046835,4046843,-2.215467,DnaA,polA
rdmglu,4046835,4046843,-0.887871,DnaA,polA
min,4100632,4100648,2.018767,RhaS,rhaT
lexa,4100632,4100648,-0.841128,RhaS,rhaT
purr,4100632,4100648,0.914273,RhaS,rhaT
stat,4100632,4100648,5.353333,RhaS,rhaT
argr,4100632,4100648,0.056774,RhaS,rhaT
rdmglu,4100632,4100648,0.210948,RhaS,rhaT
min,4100649,4100670,2.523605,CRP,sodA
lexa,4100649,4100670,-0.826157,CRP,sodA
purr,4100649,4100670,1.175277,CRP,sodA
stat,4100649,4100670,6.967322,CRP,sodA
argr,4100649,4100670,0.08039,CRP,sodA
rdmglu,4100649,4100670,0.220681,CRP,sodA
min,4100649,4100670,2.523605,CRP,rhaT
lexa,4100649,4100670,-0.826157,CRP,rhaT
purr,4100649,4100670,1.175277,CRP,rhaT
stat,4100649,4100670,6.967322,CRP,rhaT
argr,4100649,4100670,0.08039,CRP,rhaT
rdmglu,4100649,4100670,0.220681,CRP,rhaT
min,4100685,4100697,1.620128,IHF,sodA
lexa,4100685,4100697,-0.820658,IHF,sodA
purr,4100685,4100697,1.698187,IHF,sodA
stat,4100685,4100697,6.522525,IHF,sodA
argr,4100685,4100697,0.646753,IHF,sodA
rdmglu,4100685,4100697,0.448799,IHF,sodA
min,4100705,4100724,1.091176,SoxS,sodA
lexa,4100705,4100724,0.066281,SoxS,sodA
purr,4100705,4100724,1.953572,SoxS,sodA
stat,4100705,4100724,6.477951,SoxS,sodA
argr,4100705,4100724,1.098664,SoxS,sodA
rdmglu,4100705,4100724,1.196057,SoxS,sodA
min,4100705,4100717,1.091176,IHF,sodA
lexa,4100705,4100717,-0.53968,IHF,sodA
purr,4100705,4100717,1.953572,IHF,sodA
stat,4100705,4100717,6.319803,IHF,sodA
argr,4100705,4100717,1.098664,IHF,sodA
rdmglu,4100705,4100717,0.800218,IHF,sodA
min,4100708,4100726,1.084514,Fur,sodA
lexa,4100708,4100726,0.066281,Fur,sodA
purr,4100708,4100726,1.941607,Fur,sodA
stat,4100708,4100726,6.502378,Fur,sodA
argr,4100708,4100726,1.067476,Fur,sodA
rdmglu,4100708,4100726,1.196057,Fur,sodA
min,4100709,4100728,1.084514,Rob,sodA
lexa,4100709,4100728,0.066281,Rob,sodA
purr,4100709,4100728,1.941607,Rob,sodA
stat,4100709,4100728,6.502378,Rob,sodA
argr,4100709,4100728,1.067476,Rob,sodA
rdmglu,4100709,4100728,1.196057,Rob,sodA
min,4100709,4100728,1.084514,MarA,sodA
lexa,4100709,4100728,0.066281,MarA,sodA
purr,4100709,4100728,1.941607,MarA,sodA
stat,4100709,4100728,6.502378,MarA,sodA
argr,4100709,4100728,1.067476,MarA,sodA
rdmglu,4100709,4100728,1.196057,MarA,sodA
min,4100714,4100732,0.968669,Fur,sodA
lexa,4100714,4100732,0.066281,Fur,sodA
purr,4100714,4100732,1.86394,Fur,sodA
stat,4100714,4100732,6.502378,Fur,sodA
argr,4100714,4100732,0.93031,Fur,sodA
rdmglu,4100714,4100732,1.196057,Fur,sodA
min,4100714,4100728,0.968669,ArcA,sodA
lexa,4100714,4100728,0.066281,ArcA,sodA
purr,4100714,4100728,1.86394,ArcA,sodA
stat,4100714,4100728,6.502378,ArcA,sodA
argr,4100714,4100728,0.93031,ArcA,sodA
rdmglu,4100714,4100728,1.196057,ArcA,sodA
min,4100715,4100728,0.968669,FNR,sodA
lexa,4100715,4100728,0.066281,FNR,sodA
purr,4100715,4100728,1.86394,FNR,sodA
stat,4100715,4100728,6.502378,FNR,sodA
argr,4100715,4100728,0.93031,FNR,sodA
rdmglu,4100715,4100728,1.196057,FNR,sodA
min,4100715,4100729,0.968669,ArcA,rhaT
lexa,4100715,4100729,0.066281,ArcA,rhaT
purr,4100715,4100729,1.86394,ArcA,rhaT
stat,4100715,4100729,6.502378,ArcA,rhaT
argr,4100715,4100729,0.93031,ArcA,rhaT
rdmglu,4100715,4100729,1.196057,ArcA,rhaT
min,4100717,4100735,0.968669,Fur,sodA
lexa,4100717,4100735,0.066281,Fur,sodA
purr,4100717,4100735,1.86394,Fur,sodA
stat,4100717,4100735,6.502378,Fur,sodA
argr,4100717,4100735,0.925935,Fur,sodA
rdmglu,4100717,4100735,1.196057,Fur,sodA
min,4100720,4100738,0.968669,Fur,sodA
lexa,4100720,4100738,0.066281,Fur,sodA
purr,4100720,4100738,1.86394,Fur,sodA
stat,4100720,4100738,6.502378,Fur,sodA
argr,4100720,4100738,0.925935,Fur,sodA
rdmglu,4100720,4100738,1.196057,Fur,sodA
min,4100729,4100741,0.626447,IHF,sodA
lexa,4100729,4100741,-0.002503,IHF,sodA
purr,4100729,4100741,1.484187,IHF,sodA
stat,4100729,4100741,6.241935,IHF,sodA
argr,4100729,4100741,0.48993,IHF,sodA
rdmglu,4100729,4100741,1.022098,IHF,sodA
min,4100731,4100745,0.626447,ArcA,sodA
lexa,4100731,4100745,-0.002503,ArcA,sodA
purr,4100731,4100745,1.484187,ArcA,sodA
stat,4100731,4100745,6.241935,ArcA,sodA
argr,4100731,4100745,0.48993,ArcA,sodA
rdmglu,4100731,4100745,1.022098,ArcA,sodA
min,4100732,4100746,0.233846,ArcA,rhaT
lexa,4100732,4100746,-1.038809,ArcA,rhaT
purr,4100732,4100746,0.382849,ArcA,rhaT
stat,4100732,4100746,4.726769,ArcA,rhaT
argr,4100732,4100746,-0.705468,ArcA,rhaT
rdmglu,4100732,4100746,-0.289696,ArcA,rhaT
min,4100742,4100756,-1.453457,ArcA,sodA
lexa,4100742,4100756,-2.601178,ArcA,sodA
purr,4100742,4100756,-1.593203,ArcA,sodA
stat,4100742,4100756,3.559665,ArcA,sodA
argr,4100742,4100756,-2.395732,ArcA,sodA
rdmglu,4100742,4100756,-2.547441,ArcA,sodA
min,4100743,4100757,-1.453457,ArcA,rhaT
lexa,4100743,4100757,-2.601178,ArcA,rhaT
purr,4100743,4100757,-1.593203,ArcA,rhaT
stat,4100743,4100757,3.559665,ArcA,rhaT
argr,4100743,4100757,-2.395732,ArcA,rhaT
rdmglu,4100743,4100757,-2.547441,ArcA,rhaT
min,4100752,4100764,-1.786764,IHF,sodA
lexa,4100752,4100764,-3.017754,IHF,sodA
purr,4100752,4100764,-2.055496,IHF,sodA
stat,4100752,4100764,2.549835,IHF,sodA
argr,4100752,4100764,-2.564044,IHF,sodA
rdmglu,4100752,4100764,-3.110544,IHF,sodA
min,4133709,4133722,-1.188608,FNR,katG
lexa,4133709,4133722,2.43524,FNR,katG
purr,4133709,4133722,-0.403339,FNR,katG
stat,4133709,4133722,-0.797737,FNR,katG
argr,4133709,4133722,0.743987,FNR,katG
rdmglu,4133709,4133722,0.200661,FNR,katG
min,4154873,4154890,4.306971,ArgR,argCBH
lexa,4154873,4154890,8.393308,ArgR,argCBH
purr,4154873,4154890,6.516096,ArgR,argCBH
stat,4154873,4154890,7.151683,ArgR,argCBH
argr,4154873,4154890,0.244555,ArgR,argCBH
rdmglu,4154873,4154890,7.631069,ArgR,argCBH
min,4154873,4154890,4.306971,ArgR,argE
lexa,4154873,4154890,8.393308,ArgR,argE
purr,4154873,4154890,6.516096,ArgR,argE
stat,4154873,4154890,7.151683,ArgR,argE
argr,4154873,4154890,0.244555,ArgR,argE
rdmglu,4154873,4154890,7.631069,ArgR,argE
min,4154895,4154912,3.798321,ArgR,argCBH
lexa,4154895,4154912,7.686608,ArgR,argCBH
purr,4154895,4154912,5.876409,ArgR,argCBH
stat,4154895,4154912,6.755453,ArgR,argCBH
argr,4154895,4154912,-0.277038,ArgR,argCBH
rdmglu,4154895,4154912,6.821811,ArgR,argCBH
min,4154895,4154912,3.798321,ArgR,argE
lexa,4154895,4154912,7.686608,ArgR,argE
purr,4154895,4154912,5.876409,ArgR,argE
stat,4154895,4154912,6.755453,ArgR,argE
argr,4154895,4154912,-0.277038,ArgR,argE
rdmglu,4154895,4154912,6.821811,ArgR,argE
min,4163335,4163349,2.584484,Fis,trmA
lexa,4163335,4163349,3.740327,Fis,trmA
purr,4163335,4163349,1.689167,Fis,trmA
stat,4163335,4163349,0.826562,Fis,trmA
argr,4163335,4163349,2.503084,Fis,trmA
rdmglu,4163335,4163349,1.16857,Fis,trmA
min,4166629,4166640,-2.146065,Lrp,rrsB-gltT-rrlB-rrfB
lexa,4166629,4166640,-1.39625,Lrp,rrsB-gltT-rrlB-rrfB
purr,4166629,4166640,2.165803,Lrp,rrsB-gltT-rrlB-rrfB
stat,4166629,4166640,-1.546139,Lrp,rrsB-gltT-rrlB-rrfB
argr,4166629,4166640,-0.19429,Lrp,rrsB-gltT-rrlB-rrfB
rdmglu,4166629,4166640,-0.895854,Lrp,rrsB-gltT-rrlB-rrfB
min,4201671,4201692,1.598364,CRP,zraSR
lexa,4201671,4201692,2.104289,CRP,zraSR
purr,4201671,4201692,1.594721,CRP,zraSR
stat,4201671,4201692,0.787387,CRP,zraSR
argr,4201671,4201692,3.853897,CRP,zraSR
rdmglu,4201671,4201692,1.122993,CRP,zraSR
min,4207739,4207753,2.056857,Fis,rrsE-gltV-rrlE-rrfE
lexa,4207739,4207753,-0.907789,Fis,rrsE-gltV-rrlE-rrfE
purr,4207739,4207753,0.347529,Fis,rrsE-gltV-rrlE-rrfE
stat,4207739,4207753,2.348606,Fis,rrsE-gltV-rrlE-rrfE
argr,4207739,4207753,1.144968,Fis,rrsE-gltV-rrlE-rrfE
rdmglu,4207739,4207753,1.122215,Fis,rrsE-gltV-rrlE-rrfE
min,4214229,4214244,1.268517,MetJ,metA
lexa,4214229,4214244,1.819843,MetJ,metA
purr,4214229,4214244,2.013745,MetJ,metA
stat,4214229,4214244,-2.128413,MetJ,metA
argr,4214229,4214244,3.38201,MetJ,metA
rdmglu,4214229,4214244,1.698824,MetJ,metA
min,4214245,4214260,1.529669,MetJ,metA
lexa,4214245,4214260,2.874223,MetJ,metA
purr,4214245,4214260,2.277338,MetJ,metA
stat,4214245,4214260,-2.335198,MetJ,metA
argr,4214245,4214260,3.055367,MetJ,metA
rdmglu,4214245,4214260,2.041824,MetJ,metA
min,4215227,4215244,1.839425,Cra,aceBAK
lexa,4215227,4215244,2.551604,Cra,aceBAK
purr,4215227,4215244,1.855079,Cra,aceBAK
stat,4215227,4215244,2.457813,Cra,aceBAK
argr,4215227,4215244,3.270282,Cra,aceBAK
rdmglu,4215227,4215244,1.715018,Cra,aceBAK
min,4215258,4215264,0.723769,IclR,aceBAK
lexa,4215258,4215264,-0.469071,IclR,aceBAK
purr,4215258,4215264,0.656266,IclR,aceBAK
stat,4215258,4215264,2.095185,IclR,aceBAK
argr,4215258,4215264,1.586365,IclR,aceBAK
rdmglu,4215258,4215264,0.82786,IclR,aceBAK
min,4215268,4215274,0.832502,IclR,aceBAK
lexa,4215268,4215274,-0.26473,IclR,aceBAK
purr,4215268,4215274,0.894315,IclR,aceBAK
stat,4215268,4215274,2.273727,IclR,aceBAK
argr,4215268,4215274,1.49323,IclR,aceBAK
rdmglu,4215268,4215274,0.851626,IclR,aceBAK
min,4215277,4215283,1.404475,IclR,aceBAK
lexa,4215277,4215283,0.420565,IclR,aceBAK
purr,4215277,4215283,1.248203,IclR,aceBAK
stat,4215277,4215283,2.848662,IclR,aceBAK
argr,4215277,4215283,1.788843,IclR,aceBAK
rdmglu,4215277,4215283,1.386699,IclR,aceBAK
min,4215295,4215301,2.938447,IclR,aceBAK
lexa,4215295,4215301,2.844529,IclR,aceBAK
purr,4215295,4215301,2.224112,IclR,aceBAK
stat,4215295,4215301,4.745961,IclR,aceBAK
argr,4215295,4215301,3.116178,IclR,aceBAK
rdmglu,4215295,4215301,2.610647,IclR,aceBAK
min,4215324,4215336,0.94274,IHF,aceBAK
lexa,4215324,4215336,4.757761,IHF,aceBAK
purr,4215324,4215336,4.945949,IHF,aceBAK
stat,4215324,4215336,5.003956,IHF,aceBAK
argr,4215324,4215336,3.314264,IHF,aceBAK
rdmglu,4215324,4215336,3.938591,IHF,aceBAK
min,4215346,4215352,0.677183,IclR,aceBAK
lexa,4215346,4215352,3.41344,IclR,aceBAK
purr,4215346,4215352,4.543401,IclR,aceBAK
stat,4215346,4215352,4.417829,IclR,aceBAK
argr,4215346,4215352,2.523462,IclR,aceBAK
rdmglu,4215346,4215352,3.704333,IclR,aceBAK
min,4215357,4215371,0.027173,IclR,aceBAK
lexa,4215357,4215371,0.176895,IclR,aceBAK
purr,4215357,4215371,3.003773,IclR,aceBAK
stat,4215357,4215371,2.008235,IclR,aceBAK
argr,4215357,4215371,1.550992,IclR,aceBAK
rdmglu,4215357,4215371,2.8662,IclR,aceBAK
min,4215361,4215382,0.027173,CRP,aceBAK
lexa,4215361,4215382,0.176895,CRP,aceBAK
purr,4215361,4215382,3.003773,CRP,aceBAK
stat,4215361,4215382,2.008235,CRP,aceBAK
argr,4215361,4215382,1.550992,CRP,aceBAK
rdmglu,4215361,4215382,2.8662,CRP,aceBAK
min,4215373,4215379,-0.36044,IclR,aceBAK
lexa,4215373,4215379,-0.13491,IclR,aceBAK
purr,4215373,4215379,2.23893,IclR,aceBAK
stat,4215373,4215379,1.091604,IclR,aceBAK
argr,4215373,4215379,0.634007,IclR,aceBAK
rdmglu,4215373,4215379,1.874172,IclR,aceBAK
min,4223698,4223714,-0.530439,FadR,iclR
lexa,4223698,4223714,0.687474,FadR,iclR
purr,4223698,4223714,0.673069,FadR,iclR
stat,4223698,4223714,2.310914,FadR,iclR
argr,4223698,4223714,0.197858,FadR,iclR
rdmglu,4223698,4223714,0.90501,FadR,iclR
min,4235642,4235656,2.339756,RcsAB,yjbE
lexa,4235642,4235656,4.360036,RcsAB,yjbE
purr,4235642,4235656,3.275176,RcsAB,yjbE
stat,4235642,4235656,3.893803,RcsAB,yjbE
argr,4235642,4235656,-0.993751,RcsAB,yjbE
rdmglu,4235642,4235656,4.048758,RcsAB,yjbE
min,4235642,4235656,2.339756,RcsAB,yjbEFGH
lexa,4235642,4235656,4.360036,RcsAB,yjbEFGH
purr,4235642,4235656,3.275176,RcsAB,yjbEFGH
stat,4235642,4235656,3.893803,RcsAB,yjbEFGH
argr,4235642,4235656,-0.993751,RcsAB,yjbEFGH
rdmglu,4235642,4235656,4.048758,RcsAB,yjbEFGH
min,4235719,4235731,1.235823,IHF,yjbE
lexa,4235719,4235731,4.444199,IHF,yjbE
purr,4235719,4235731,2.730683,IHF,yjbE
stat,4235719,4235731,1.179536,IHF,yjbE
argr,4235719,4235731,-1.913838,IHF,yjbE
rdmglu,4235719,4235731,3.869192,IHF,yjbE
min,4235719,4235731,1.235823,IHF,yjbEFGH
lexa,4235719,4235731,4.444199,IHF,yjbEFGH
purr,4235719,4235731,2.730683,IHF,yjbEFGH
stat,4235719,4235731,1.179536,IHF,yjbEFGH
argr,4235719,4235731,-1.913838,IHF,yjbEFGH
rdmglu,4235719,4235731,3.869192,IHF,yjbEFGH
min,4240238,4240256,0.71397,PhoB,psiE
lexa,4240238,4240256,1.346213,PhoB,psiE
purr,4240238,4240256,1.997736,PhoB,psiE
stat,4240238,4240256,-1.237335,PhoB,psiE
argr,4240238,4240256,2.230074,PhoB,psiE
rdmglu,4240238,4240256,2.551407,PhoB,psiE
min,4240260,4240278,0.466664,PhoB,psiE
lexa,4240260,4240278,1.121784,PhoB,psiE
purr,4240260,4240278,1.902456,PhoB,psiE
stat,4240260,4240278,-0.902085,PhoB,psiE
argr,4240260,4240278,1.723934,PhoB,psiE
rdmglu,4240260,4240278,2.516214,PhoB,psiE
min,4240264,4240285,1.144602,CRP,psiE
lexa,4240264,4240285,1.042772,CRP,psiE
purr,4240264,4240285,1.753396,CRP,psiE
stat,4240264,4240285,-0.552965,CRP,psiE
argr,4240264,4240285,3.188436,CRP,psiE
rdmglu,4240264,4240285,2.080646,CRP,psiE
min,4257027,4257046,1.914077,LexA,lexA-dinF
lexa,4257027,4257046,0.686677,LexA,lexA-dinF
purr,4257027,4257046,4.028814,LexA,lexA-dinF
stat,4257027,4257046,1.105624,LexA,lexA-dinF
